Anomaly Detection Rate,Noise Ratio,Davies Bouldin Score,Silhouette Score,Calinski-Harabasz Index
40.707964601769916,0.0,0.5827783682898255,0.5978744187385207,277.51020545275225
28.31858407079646,0.0,0.4314764459796909,0.6160476913049842,433.80196585155267
26.548672566371685,0.0,0.3758865693074196,0.6615165849514003,914.9111067953797
21.238938053097346,0.0,0.4519381818716039,0.6233176567013186,1099.5980077799327
23.008849557522122,0.0,0.5307640069629145,0.5654724602577847,1142.326806133757
22.123893805309734,0.0,0.5963521978440669,0.5167717214506544,1253.6462429862493
16.8141592920354,0.0,0.6018376015110891,0.5084003366755236,1343.020774285186
15.04424778761062,0.0,0.6270928644928836,0.49150090349597547,1331.6954319901452
16.8141592920354,0.0,0.6273854540824306,0.4942193684530818,1396.4700117180146
15.929203539823009,0.0,0.6677002001263983,0.46089728816380365,1416.82761798499
15.04424778761062,0.0,0.6610103131142628,0.4488746684036737,1445.8443957709444
15.929203539823009,0.0,0.6793752398784577,0.4421537252108088,1481.108192263296
13.274336283185843,0.0,0.6763948625840942,0.44344880103523254,1466.6370493734332
15.04424778761062,0.0,0.6904685309444367,0.43517945015780396,1476.8733834287834
14.15929203539823,0.0,0.7244287491556318,0.4328226222489367,1469.1186866689152
15.04424778761062,0.0,0.6603686924100423,0.4277062533787581,1550.2167735007492
10.619469026548673,0.0,0.6373051479065901,0.43623065436624114,1531.2924013474553
10.619469026548673,0.0,0.6373051479065901,0.43623065436624114,1531.2924013474553
13.274336283185843,0.0,0.6225061261934155,0.4614607326786487,1653.808277182813
10.619469026548673,0.0,0.6783483360811932,0.4256885151786997,1640.9319615186084
10.619469026548673,0.0,0.6622022340931093,0.4276183695540317,1652.8745714888944
8.849557522123893,0.0,0.6310437891126112,0.46179380414139387,1703.8778161641649
9.734513274336283,0.0,0.627127448400883,0.4382688456440575,1702.4661950089455
9.734513274336283,0.0,0.6378177030572905,0.4504445556549137,1727.1492034115156
9.734513274336283,0.0,0.6261573709349056,0.44865819235048116,1738.9289550124115
11.504424778761061,0.0,0.5951680563664418,0.44053645713504147,1755.94917403534
9.734513274336283,0.0,0.6606540057163546,0.4327833112088902,1786.8982969132885
10.619469026548673,0.0,0.6127986074889403,0.4370044758213212,1826.9567825946351
9.734513274336283,0.0,0.6112568137398918,0.4397228591974213,1897.95445524043
9.734513274336283,0.0,0.6112568137398918,0.4397228591974213,1897.95445524043
11.504424778761061,0.0,0.640577033447898,0.43009324460122,1924.9941968270589
9.734513274336283,0.0,0.5911897202046936,0.43112157930513006,1933.1098922793317
9.734513274336283,0.0,0.6083549059808671,0.43475390395546365,1936.8109826931127
9.734513274336283,0.0,0.6083549059808671,0.43475390395546365,1936.8109826931127
7.079646017699115,0.0,0.6104433124467241,0.4158963033617247,1967.5958545499611
8.849557522123893,0.0,0.5772639863836114,0.4399229044379396,2028.9249710143952
8.849557522123893,0.0,0.6117746334451667,0.4280295749242265,1998.2882891504396
7.964601769911504,0.0,0.5847476092099035,0.43177925111955795,2055.807428299003
7.964601769911504,0.0,0.5847476092099035,0.43177925111955795,2055.807428299003
8.849557522123893,0.0,0.5850161913606728,0.4391137823552165,2114.102738719533
8.849557522123893,0.0,0.5917940251102409,0.42665354743325606,2063.1100580970465
8.849557522123893,0.0,0.5917940251102409,0.42665354743325606,2063.1100580970465
7.079646017699115,0.0,0.5666912136557385,0.42970669388509986,2185.5574128090666
7.079646017699115,0.0,0.560405073083939,0.41581947443705025,2135.911822803709
7.964601769911504,0.0,0.5684961373507144,0.41364196253356456,2185.120277196558
7.964601769911504,0.0,0.571038059681182,0.4275344047723042,2217.140059756147
7.079646017699115,0.0,0.5661104337394812,0.41128478669275803,2289.9423395762096
7.079646017699115,0.0,0.5661104337394812,0.41128478669275803,2289.9423395762096
